,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,years_in_the_nba,prior_to_wnba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba
220,Jerry West,United States,,All-Time Los Angeles Lakers,44,PG,SG,All-Around Star,"6'2""",188,175,79,"6'9""",206,,,97,94,95,95,95,83,97,98,87,90,97,70,80,95,97,82,64,96,25,25,63,63,59,85,98,93,96,90,88,98,95,80,44,97,96,40,95,95,95,35,35,35,83,97,2967,gold,gold,,,hof,,gold,,gold,,silver,,,,,,gold,gold,gold,gold,gold,gold,,,gold,gold,gold,,gold,gold,gold,gold,,gold,,,,,,,,,,West Virginia
221,Jim Chones,United States,,All-Time Cleveland Cavaliers,22,C,PF,2-Way Inside-The-Arc Threat,"6'11""",211,220,99,"7'3""",221,,,84,74,84,74,30,74,98,85,64,44,32,89,68,90,42,80,85,79,85,80,88,84,88,84,88,41,39,34,35,68,31,69,80,25,57,70,88,75,90,86,86,85,70,85,2584,,,,,,silver,,,,,silver,silver,gold,silver,,,,,,,,,,,,,,,,,,,bronze,,bronze,gold,,gold,,,,,,
222,Jim Jackson,United States,,All-Time Dallas Mavericks,24,SG,,2-Way Mid-Range Slasher,"6'6""",198,220,99,"6'10""",208,,,88,90,93,90,80,83,98,98,86,81,79,75,82,97,91,95,78,92,60,75,72,70,69,89,95,79,79,82,79,82,72,72,59,79,75,50,82,81,80,59,57,60,50,88,2919,gold,,,,silver,,silver,,silver,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio State
223,Jim Paxson,United States,,All-Time Portland Trail Blazers,4,SG,PG,2-Way Inside-The-Arc Playmaker,"6'6""",198,200,90,"6'8""",203,,,85,88,94,84,70,89,98,95,84,84,82,65,77,98,98,82,73,90,50,70,62,69,54,89,98,83,84,86,81,83,83,74,55,81,82,37,85,85,90,57,55,59,40,85,2869,,,,,,,gold,,gold,,,,,,,,silver,,,silver,,silver,,,silver,,bronze,bronze,,,,,,silver,,,,,,,,,,Dayton
224,Jimmy Butler,United States,,All-Time Chicago Bulls,21,SG,SF,2-Way Inside-Out Shot Creator,"6'7""",201,220,99,"6'8""",203,14,,91,89,91,75,85,87,98,95,85,83,92,65,78,98,98,81,76,93,40,80,59,79,72,92,93,79,79,79,79,82,78,81,68,90,81,47,92,94,95,69,68,69,83,91,3009,,,,,bronze,bronze,bronze,,bronze,,silver,,,,,,,,,,,bronze,gold,,,gold,gold,gold,gold,gold,gold,gold,,gold,,,,,,gold,,,,Marquette
225,Jimmy Butler,United States,,All-Time Miami Heat,22,SF,SG,2-Way 3-Level Point Forward,"6'7""",201,220,99,"6'8""",203,14,,93,87,90,79,75,85,95,95,87,84,92,76,82,97,98,81,78,90,40,80,75,75,75,90,98,83,85,86,82,85,77,86,80,90,90,65,92,92,90,61,62,59,95,93,3075,,,,,,bronze,silver,,silver,bronze,gold,,,,,,,gold,silver,bronze,bronze,silver,bronze,bronze,bronze,silver,gold,bronze,gold,gold,gold,gold,,silver,,,,,,,,,,Marquette
226,Jimmy Butler,United States,,All-Time Minnesota Timberwolves,23,SG,SF,2-Way Slashing Shot Creator,"6'7""",201,220,99,"6'8""",203,14,,87,80,73,74,76,86,80,90,84,84,90,65,78,95,97,81,70,90,40,80,49,75,72,60,93,76,75,79,82,78,66,81,70,91,83,53,89,88,90,53,54,51,98,89,2864,,,,silver,silver,bronze,bronze,,bronze,,silver,,,,,,,gold,,,,silver,,,,gold,gold,,gold,silver,gold,gold,,bronze,,,,,,,,,,Marquette
227,JJ Redick,United States,,All-Time Los Angeles Clippers,4,SG,,2-Way Sharpshooter,"6'4""",193,190,86,"6'3""",191,19,,83,95,89,93,96,93,98,98,73,60,75,39,63,98,98,81,49,78,25,25,25,50,25,65,98,70,79,76,43,84,70,63,35,79,60,37,70,75,85,44,43,44,53,83,2488,,hof,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Duke
228,Jo Jo White,United States,,All-Time Boston Celtics,10,PG,,2-Way 3-Level Playmaker,"6'3""",191,190,86,"6'5""",196,,,94,91,95,88,78,87,98,98,88,96,92,60,84,95,90,96,64,90,25,60,40,66,58,80,90,95,95,93,96,98,95,73,54,89,70,40,92,80,85,30,30,30,68,94,2875,,,,,gold,,hof,,hof,,gold,,,,,,gold,,gold,gold,,gold,gold,gold,gold,,gold,,,,,,,gold,,,,,,,,,,Kansas
229,Joakim Noah,France,United States,All-Time Chicago Bulls,13,C,,Defensive Anchor,"6'11""",211,232,104,"7'1""",216,18,,87,62,74,64,26,49,96,60,78,61,59,84,78,92,95,76,69,57,85,45,72,52,74,71,95,50,50,42,25,62,72,81,96,59,61,85,95,75,95,94,95,92,65,87,2621,,,,silver,,gold,,,,,,,,,,,,,,,,,,,,gold,,,,,,,gold,,gold,gold,gold,gold,,,,,,University of Florida
230,Joe Caldwell,United States,,All-Time Atlanta Hawks,27,SG,SF,2-Way 3-Level Slasher,"6'5""",196,195,88,"6'8""",203,,,88,87,92,78,78,87,92,95,85,83,92,65,78,98,97,81,74,90,40,80,49,78,72,89,93,78,75,86,79,78,72,78,68,90,77,47,89,88,90,54,49,58,98,89,2940,,,,,,bronze,bronze,,bronze,,,,,,,,,,,,,,,,,gold,gold,gold,,gold,gold,,,gold,,,,,,,,,,Arizona State
231,Joe Dumars,United States,,All-Time Detroit Pistons,4,SG,PG,2-Way 3-Level Combo Guard,"6'3""",191,190,86,"6'6""",198,,,93,92,92,93,90,84,98,95,84,84,97,67,73,93,95,79,59,94,25,51,25,59,33,88,98,84,88,84,82,88,80,80,68,98,77,27,97,96,98,58,50,66,83,93,2888,silver,bronze,silver,silver,silver,,bronze,,bronze,,bronze,,,,,,bronze,silver,,gold,silver,bronze,silver,silver,gold,gold,gold,,gold,bronze,gold,gold,,gold,,,,,silver,,,,,McNeese State University
232,Joe Johnson,United States,,All-Time Atlanta Hawks,2,SF,SG,Walking Bucket,"6'7""",201,240,108,"6'9""",206,,,89,92,92,95,91,84,95,95,81,84,78,71,82,96,65,89,70,90,25,65,63,84,73,70,88,81,80,86,82,84,74,64,54,78,59,37,78,71,70,47,46,48,83,89,2794,,,,,silver,,gold,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Joel Embiid,Cameroon,United States,All-Time Philadelphia 76ers,21,C,,3-Level Scoring Paint Beast,"7'0""",213,250,113,"7'5""",226,11,,95,87,95,94,78,86,70,98,80,69,68,95,69,95,90,73,92,89,90,80,94,94,94,96,98,68,68,57,62,82,71,78,92,68,57,82,94,64,90,82,70,94,98,95,3059,,,,bronze,,silver,,silver,,gold,gold,gold,gold,gold,,gold,,,silver,,,,,,,,,bronze,bronze,,,,gold,,gold,gold,bronze,gold,,silver,,,,Kansas
234,John Havlicek,United States,,All-Time Boston Celtics,17,SF,SG,All-Around Star,"6'5""",196,203,91,"6'8""",203,,,96,94,95,95,94,87,95,98,88,75,97,80,68,99,97,98,78,95,40,75,80,85,68,85,97,83,78,86,76,90,84,89,65,97,95,74,97,98,98,75,70,80,70,96,3157,gold,gold,,,hof,,gold,,gold,,gold,,,,,,,,gold,,,,,,,gold,gold,,gold,gold,gold,gold,,gold,,,,,gold,gold,,,,Ohio State
235,John Starks,United States,,All-Time New York Knicks,3,SG,PG,2-Way 3-Level Combo Guard,"6'3""",191,180,81,"6'6""",198,,,88,87,80,85,88,73,98,95,87,80,92,70,82,98,98,88,65,84,45,77,40,69,40,65,98,78,82,75,76,82,77,79,55,92,77,40,94,95,98,59,59,59,70,88,2864,,gold,,,gold,,bronze,,bronze,,,,,,,,,,,bronze,,silver,,,bronze,gold,bronze,,gold,gold,gold,gold,,gold,,,,,gold,,,,,Oklahoma State
236,John Stockton,United States,,All-Time Utah Jazz,12,PG,SG,All-Around Star,"6'1""",185,170,77,"6'4""",193,,,97,92,93,92,93,82,98,95,91,95,97,69,84,98,98,99,48,95,25,25,25,29,25,71,85,97,99,93,95,99,99,82,50,96,99,35,97,99,98,41,37,45,60,97,2871,,,,,gold,,gold,,gold,,,,,,,,gold,gold,,hof,gold,gold,gold,gold,hof,hof,hof,,gold,hof,gold,gold,,hof,,,,,,,,,,Gonzaga
237,John Wall,United States,,All-Time Washington Wizards,2,PG,,2-Way 3-Level Playmaker,"6'4""",193,195,88,"6'9""",206,15,,90,84,75,80,76,80,96,95,74,96,,60,88,95,95,83,63,93,25,85,35,57,42,79,90,92,85,90,96,96,93,74,38,86,81,55,82,92,85,44,36,51,80,90,2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky
238,Johnny Moore,United States,,All-Time San Antonio Spurs,00,PG,,3-Level Scoring Playmaker,"6'4""",193,175,79,"6'7""",201,,,84,80,79,78,76,85,82,80,75,85,85,34,82,88,73,80,50,84,25,25,25,40,26,88,89,91,95,86,85,95,96,66,38,75,84,37,74,84,70,47,38,55,40,84,2545,,,silver,,,,silver,,silver,,,,,,,,silver,,,gold,gold,gold,gold,gold,gold,,,,,,,,,,,,,,,,,,,Texas
239,Jonas Valanciunas,Lithuania,,All-Time Memphis Grizzlies,17,C,,3-Level Scoring Board Hunter,"6'11""",211,255,115,"7'3""",221,14,,82,82,96,85,77,77,75,80,73,62,48,89,54,90,90,81,77,59,80,65,87,64,88,76,95,42,36,35,33,65,40,60,75,43,37,68,80,54,60,92,91,93,35,83,2546,,,,bronze,,silver,,silver,,silver,gold,gold,gold,gold,,silver,,,,,,,,,,,,,,,,,,,,silver,,silver,,,,,,Lithuania
240,Jonas Valanciunas,Lithuania,,All-Time Toronto Raptors,17,C,,2-Way Inside-The-Arc Threat,"7'0""",213,255,115,"7'3""",221,14,,81,71,97,84,27,81,84,55,67,61,41,84,54,79,70,81,71,59,80,65,81,64,80,71,64,38,36,35,25,65,29,63,80,41,57,66,83,54,60,87,82,91,70,83,2419,,,,bronze,,silver,,silver,,silver,,gold,gold,gold,,silver,,,,,,,,,,,,,,,,,,,,silver,,silver,,,,,,Lithuania
241,Josh Smith,United States,,All-Time Atlanta Hawks,5,PF,SF,2-Way Inside-The-Arc Threat,"6'9""",206,225,101,"7'0""",213,,,86,74,90,74,74,73,52,80,86,84,86,78,90,95,85,83,80,90,80,95,67,75,77,80,77,62,54,64,71,61,62,91,91,88,88,92,92,88,95,86,82,89,55,86,2943,,,,,,,,,,,gold,,,,,,,,,,,silver,,,,,silver,,,,,,gold,,silver,,,,,gold,,,,Oak Hill Academy in Mouth of Wilson
242,Jrue Holiday,United States,,All-Time New Orleans Pelicans,11,SG,SF,2-Way 3-Level Combo Guard,"6'4""",193,205,92,"6'7""",201,16,,86,86,88,83,79,77,98,90,78,79,96,49,68,90,86,80,54,85,25,40,30,72,40,60,81,81,80,86,79,80,82,77,34,94,85,57,90,87,90,47,41,52,83,86,2702,,,,,,,bronze,,bronze,,,,,,,,bronze,silver,,bronze,,bronze,bronze,bronze,bronze,gold,gold,,gold,bronze,gold,gold,,gold,,,,,,,,,,UCLA
243,Julius Erving,United States,,All-Time Brooklyn Nets,32,SF,SG,2-Way 3-Level Point Forward,"6'6""",198,200,90,"6'11""",211,,,97,91,93,93,82,80,98,98,93,91,90,85,98,98,95,95,89,98,80,98,85,88,75,93,95,85,89,85,84,89,80,84,79,90,75,60,96,90,95,75,70,79,83,97,3249,,,,,gold,hof,gold,,gold,,gold,,,,hof,,,,gold,,,silver,,,,,gold,gold,,,,,,gold,,,,,,,,,,UMass
244,Julius Erving,United States,,All-Time Philadelphia 76ers,6,SF,SG,2-Way Slashing Shot Creator,"6'7""",201,200,90,"6'11""",211,,,94,87,89,80,73,84,98,98,92,85,90,85,98,98,95,95,86,98,80,98,79,80,75,82,95,78,74,85,81,84,65,86,79,90,77,69,96,93,95,75,75,75,98,94,3185,,,,,,hof,gold,,gold,,gold,,,,hof,,,,gold,,,,gold,,,,gold,gold,,,,,,gold,,,,,,,,,,UMass
245,Julius Randle,United States,,All-Time New Orleans Pelicans,30,PF,C,3-Level Scoring Threat,"6'9""",206,250,113,"7'0""",213,11,,83,84,85,75,78,73,97,98,81,66,72,87,69,95,95,84,82,88,85,80,79,60,79,89,95,65,55,72,60,74,62,56,67,50,38,56,69,52,60,71,62,80,55,83,2724,,,,,,silver,bronze,,bronze,,gold,,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,bronze,,silver,,,,,,Kentucky
246,Julius Randle,United States,,All-Time New York Knicks,30,PF,C,Slashing Stretch Four,"6'8""",203,250,113,"7'0""",213,11,,86,85,92,84,83,81,80,90,83,73,76,87,69,95,95,84,83,92,85,80,79,60,86,88,95,75,74,77,68,84,73,61,77,73,40,40,73,52,75,76,66,85,55,87,2853,,,,silver,,gold,silver,,silver,silver,gold,silver,silver,silver,,bronze,,bronze,silver,,,,,,,,,,,,bronze,,,,,bronze,bronze,silver,,bronze,,,,Kentucky
247,Junior Bridgeman,United States,,All-Time Milwaukee Bucks,2,SF,SG,2-Way Wing Creator,"6'5""",196,210,95,"6'7""",201,,,87,88,90,88,78,88,95,90,84,86,80,75,88,95,98,65,65,88,25,85,25,59,59,79,98,79,74,86,81,90,62,69,59,79,64,32,82,79,90,73,72,74,83,87,2828,,,,,,,gold,,gold,,gold,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,Louisville
248,Juwan Howard,United States,,All-Time Washington Wizards,6,C,,2-Way Inside-The-Arc Threat,"6'9""",206,223,100,"6'11""",211,,,86,86,90,90,70,78,90,95,79,74,69,80,75,90,88,75,76,80,60,60,88,88,88,50,90,66,75,69,68,75,42,73,82,69,48,65,85,84,75,83,82,84,70,86,2827,,,,,,,,bronze,,,gold,silver,bronze,silver,,silver,,silver,silver,,,,,,,,,,,,,,,,,bronze,bronze,silver,,silver,,,,Michigan
249,Kareem Abdul-Jabbar,United States,,All-Time Los Angeles Lakers,33,C,PF,Paint Beast,"7'2""",218,225,101,"7'5""",226,,,96,81,96,82,31,80,98,98,73,56,37,84,60,95,95,82,92,88,95,85,99,94,96,84,98,55,62,58,28,79,46,77,90,37,56,88,90,85,90,95,95,95,65,96,2893,,,,gold,,gold,bronze,legendary,bronze,hof,gold,gold,gold,hof,,gold,,,silver,,,,,,,gold,,,,,,,hof,,hof,gold,gold,gold,,gold,,,,UCLA
250,Kareem Abdul-Jabbar,United States,,All-Time Milwaukee Bucks,33,C,PF,Paint Beast,"7'2""",218,225,101,"7'5""",226,,,99,82,98,82,36,76,98,99,88,81,56,98,88,98,98,95,94,95,95,85,99,90,98,90,98,56,52,60,28,82,58,86,93,56,88,95,94,85,90,98,98,98,60,99,3089,,,,gold,,gold,silver,legendary,silver,hof,gold,gold,gold,hof,,gold,,,silver,,,,,,,gold,silver,,,,,,hof,,hof,gold,gold,gold,,gold,,,,UCLA
251,Karl-Anthony Towns,Dominican Republic,United States,All-Time Minnesota Timberwolves,32,C,PF,Inside-Out Board Hunter,"7'0""",213,244,110,"7'4""",224,10,,89,85,92,81,84,84,70,98,80,76,61,80,70,98,90,82,87,85,95,70,86,84,91,84,98,66,60,65,66,72,65,64,74,50,41,81,79,60,60,87,82,91,85,89,2879,,,,gold,,gold,,,,silver,silver,silver,silver,silver,,gold,,,,,,,,,,,,,,,,,,,,silver,bronze,bronze,,,,,,Kentucky
252,Karl Malone,United States,,All-Time Utah Jazz,32,PF,C,2-Way Diming 3-Level Threat,"6'9""",206,250,113,"7'0""",213,,,97,92,99,95,80,80,98,98,89,78,75,97,80,98,98,99,86,72,75,75,77,96,98,95,98,78,75,65,74,95,79,84,96,55,63,85,96,95,95,96,95,96,65,97,3187,,,,gold,,gold,silver,,silver,hof,gold,gold,gold,hof,gold,gold,,,gold,,,,,,,gold,,gold,,,,,gold,,gold,gold,gold,gold,,,,,,Louisiana Tech
253,Kawhi Leonard,United States,,All-Time Los Angeles Clippers,2,SF,PF,2-Way Wing Creator,"6'7""",201,230,104,"7'3""",221,14,,95,89,92,84,80,85,96,98,87,81,97,75,79,94,98,82,79,93,55,86,50,88,85,80,98,77,79,86,79,78,63,87,79,97,92,50,97,97,98,59,45,72,84,98,3070,gold,,,gold,bronze,bronze,silver,,silver,bronze,silver,,,,bronze,,,silver,,,,,,,,gold,hof,bronze,hof,gold,hof,hof,,gold,bronze,,,,,,,,,San Diego State
254,Kawhi Leonard,United States,,All-Time San Antonio Spurs,2,SF,PF,2-Way 3-Level Shot Creator,"6'7""",201,230,104,"7'3""",221,14,,95,91,97,92,84,88,98,85,87,84,98,75,79,94,98,82,79,85,55,86,50,88,85,88,98,77,79,82,80,78,68,84,62,98,79,57,97,97,98,54,43,65,69,95,3036,bronze,bronze,,gold,gold,gold,gold,,gold,bronze,silver,,,,,,,silver,,,,,,,,gold,hof,bronze,hof,gold,hof,legendary,,gold,bronze,,,,,,,,,San Diego State
255,Kawhi Leonard,United States,,All-Time Toronto Raptors,2,SF,PF,All-Around Star,"6'7""",201,230,104,"7'3""",221,14,,96,91,94,87,83,85,98,98,87,81,97,75,79,98,98,82,83,93,55,86,68,88,85,88,98,83,83,86,79,90,78,87,79,97,92,50,97,97,98,71,70,72,65,98,3147,gold,bronze,,gold,gold,bronze,silver,,silver,bronze,silver,,,,bronze,,,silver,,,,,,,,gold,hof,bronze,hof,gold,gold,hof,,gold,bronze,,,,,,,,,San Diego State
256,Keith Van Horn,United States,,All-Time Brooklyn Nets,44,SF,PF,Shot-Creating 3-Level Threat,"6'10""",208,220,99,"6'11""",211,,,86,90,84,88,87,86,98,95,72,68,75,44,53,95,95,73,75,82,50,65,72,75,72,85,95,66,74,73,68,74,42,56,52,75,52,50,64,50,50,76,74,78,98,86,2697,,silver,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Utah
257,Kelly Tripucka,United States,,All-Time Detroit Pistons,3,SG,SF,Shot-Creating 3-Level Threat,"6'6""",198,220,99,"6'8""",203,,,86,90,86,89,91,87,90,95,79,79,75,73,40,98,98,89,66,85,30,60,57,58,54,86,98,74,76,72,74,76,73,67,57,77,65,38,75,70,85,57,55,58,40,90,2699,gold,gold,,gold,gold,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Notre Dame
258,Kemba Walker,United States,,All-Time Charlotte Hornets,15,PG,,3-Level Scoring Playmaker,"6'1""",185,184,83,"6'4""",193,14,,89,89,71,91,90,84,98,98,80,85,77,50,81,93,90,86,54,87,25,30,28,60,35,81,88,88,87,96,85,88,84,59,32,75,49,50,72,77,60,44,34,54,98,89,2658,gold,silver,gold,silver,gold,,silver,,silver,,,,,,,,gold,gold,,bronze,gold,gold,silver,silver,bronze,,,,,,,,,,,,,,,,,,,Connecticut
259,Kendall Gill,United States,,All-Time Charlotte Hornets,13,SG,SF,2-Way Slashing Shot Creator,"6'5""",196,200,90,"6'8""",203,,,85,85,88,84,77,80,98,85,86,79,80,70,85,98,98,90,72,82,65,90,52,74,48,79,84,76,77,75,70,95,65,77,56,78,79,55,90,88,90,54,52,55,65,85,2861,silver,bronze,,,silver,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,gold,,,,,gold,,,,,Illinois
260,Kenny Anderson,United States,,All-Time Brooklyn Nets,7,PG,,Offensive Architect,"6'0""",183,168,76,"6'3""",191,,,88,88,85,86,84,84,96,95,74,85,84,35,65,94,70,88,59,91,25,40,47,63,41,79,89,93,95,95,93,94,90,62,30,75,78,29,76,78,70,36,37,34,50,88,2638,,,gold,,gold,,gold,,gold,,,,,,,,gold,gold,,bronze,gold,gold,gold,gold,bronze,silver,,,,,silver,,,,,,,,,,,,,Georgia Tech
261,Kenny Smith,United States,,All-Time Houston Rockets,30,PG,SG,3-Level Scoring Playmaker,"6'3""",191,170,77,"6'3""",191,,,87,88,84,87,94,82,98,80,80,88,76,50,84,92,85,85,55,86,25,68,36,44,25,65,88,88,92,84,90,85,88,55,40,70,60,27,70,45,70,35,31,38,98,87,2597,silver,gold,,gold,gold,,bronze,,bronze,,,,,,,,,,,silver,bronze,bronze,gold,gold,silver,,,,,,,,,,,,,,,,,,,UNC
262,Kenyon Martin,United States,,All-Time Brooklyn Nets,6,PF,C,2-Way 3-Level Interior Force,"6'9""",206,225,101,"7'0""",213,,,87,81,96,85,79,68,75,80,84,73,72,80,85,97,95,85,80,80,90,70,78,65,78,82,97,47,48,43,30,62,53,71,82,60,74,82,82,68,50,94,94,93,85,87,2803,,,,gold,,hof,,,,,gold,gold,,gold,,,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,,,,,Cincinnati
263,Kevin Duckworth,United States,,All-Time Portland Trail Blazers,00,C,PF,Paint Beast,"7'0""",213,275,124,"7'4""",224,,,85,83,94,83,50,77,96,95,65,25,25,93,49,90,90,85,74,62,70,40,90,84,92,71,86,33,35,37,25,38,30,64,85,25,55,45,84,72,85,88,89,86,98,85,2521,,,,,,gold,,,,,gold,,gold,,,,,,,,,,,,,bronze,,,,,,,silver,,silver,gold,,gold,,,,,,Eastern Illinois University
264,Kevin Durant,United States,,All-Time Brooklyn Nets,7,PF,SF,All-Around Star,"6'10""",208,240,108,"7'5""",226,18,,96,95,97,98,89,88,98,98,82,80,85,63,77,94,85,88,86,95,60,85,76,88,89,94,98,82,78,92,80,88,73,74,68,85,47,73,85,75,85,70,60,79,83,98,3074,hof,gold,,gold,gold,silver,silver,,silver,bronze,,bronze,,bronze,,,bronze,bronze,silver,,silver,,bronze,bronze,,bronze,,,bronze,,,bronze,,,,,,,gold,,,,,Texas
265,Kevin Durant,United States,,All-Time Golden State Warriors,35,SF,PF,All-Around Star,"6'9""",206,240,108,"7'5""",226,18,,97,95,98,98,88,90,99,98,82,80,85,63,77,94,85,89,86,95,60,90,76,88,82,95,98,83,75,92,80,92,77,74,68,85,47,73,85,75,85,70,60,79,83,97,3081,gold,gold,,gold,gold,silver,gold,,gold,,silver,,,,,,bronze,bronze,silver,,silver,silver,bronze,bronze,,bronze,,,bronze,,,bronze,,,,,,,gold,,,,,Texas
266,Kevin Durant,United States,,All-Time Oklahoma City Thunder,35,SF,PF,2-Way Scoring Phenom,"6'9""",206,240,108,"7'5""",226,18,,97,96,97,97,95,88,98,98,81,86,86,55,84,94,75,89,84,98,60,80,70,88,83,95,98,81,75,86,85,88,71,73,68,77,61,77,77,75,75,60,36,84,98,97,3044,gold,gold,,gold,hof,silver,gold,,gold,,bronze,,,,,,bronze,bronze,silver,,silver,silver,bronze,bronze,,bronze,,,bronze,,,bronze,,,,,,,gold,,,,,Texas
267,Kevin Garnett,United States,,All-Time Boston Celtics,5,PF,C,2-Way Inside-The-Arc Menace,"6'11""",211,220,99,"7'3""",221,,,92,86,92,91,69,80,97,85,83,77,70,74,85,90,95,88,80,72,80,50,82,87,95,74,98,65,63,60,70,63,69,80,97,41,71,71,96,89,98,87,88,86,85,92,2970,,,,gold,,gold,silver,,silver,gold,gold,gold,gold,gold,,,,,,,,silver,,,,gold,silver,gold,,,,,gold,gold,hof,,gold,gold,,gold,,,,Mauldin High School
268,Kevin Garnett,United States,,All-Time Minnesota Timberwolves,21,PF,C,2-Way Inside-The-Arc Menace,"6'11""",211,220,99,"7'3""",221,,,98,89,97,94,69,79,98,98,89,87,79,89,87,98,98,88,92,82,97,92,94,95,98,88,90,74,68,70,77,85,72,81,92,54,65,80,88,90,95,94,93,95,85,98,3204,,,,gold,,gold,bronze,,bronze,gold,gold,gold,gold,gold,gold,,,,,,,,,,,gold,silver,gold,silver,,,silver,gold,gold,hof,hof,hof,gold,,gold,,,,Mauldin High School
269,Kevin Johnson,United States,,All-Time Phoenix Suns,7,PG,,3-Level Playmaking Slasher,"6'1""",185,211,95,"6'4""",193,,,89,88,84,86,81,85,97,95,81,91,86,48,80,94,85,85,67,92,40,80,40,58,45,85,98,89,80,89,91,95,92,69,45,76,79,54,79,78,75,49,53,44,55,94,2814,,,,,bronze,,gold,,gold,,,,,,gold,,gold,,gold,gold,gold,gold,gold,gold,gold,,bronze,,,,,,,silver,,,,,,,,,,California
270,Kevin Love,United States,,All-Time Cleveland Cavaliers,0,PF,C,3-Level Scoring Board Hunter,"6'10""",208,243,109,"6'11""",211,17,,87,90,92,87,90,90,85,95,76,65,47,88,70,93,95,77,79,74,71,51,88,88,88,85,90,50,64,48,25,73,42,58,74,27,55,49,75,53,70,90,89,90,80,87,2710,,gold,,gold,,silver,,silver,,silver,,bronze,bronze,bronze,,bronze,,,hof,,,,,,,,,,,,,,,,,gold,,silver,,,,,,UCLA
271,Kevin Love,United States,,All-Time Minnesota Timberwolves,42,PF,C,2-Way 3-Level Scorer,"6'10""",208,243,109,"6'11""",211,17,,91,92,96,90,88,82,98,98,76,65,30,92,70,98,98,77,84,72,80,55,94,92,94,88,98,61,77,52,25,77,76,66,88,30,59,59,76,77,75,94,92,96,83,91,2888,,,,gold,,silver,,silver,,silver,gold,bronze,bronze,bronze,,bronze,,,hof,bronze,,,,,bronze,,,,,,,,,,,gold,hof,silver,,,,,,UCLA
272,Kevin Martin,United States,,All-Time Sacramento Kings,23,SG,SF,3-Level Scoring Combo Guard,"6'7""",201,185,83,"6'10""",208,,,86,90,80,90,88,88,98,98,68,81,68,31,69,93,58,79,66,87,40,62,50,66,44,84,98,81,82,82,80,82,80,57,32,79,59,30,77,75,50,59,59,59,98,87,2663,,gold,,,gold,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Western Carolina University
273,Kevin McHale,United States,,All-Time Boston Celtics,32,PF,C,2-Way 3-Level Interior Force,"6'10""",208,210,95,"7'11""",241,,,95,90,96,85,78,89,98,95,81,68,73,88,60,98,95,85,87,80,80,65,95,92,98,88,95,54,60,55,28,85,42,84,95,73,55,80,98,90,95,94,92,95,83,95,3022,,,,gold,,gold,,,,hof,gold,gold,,hof,,,,,,,,,,,,gold,,gold,,,,,gold,,gold,gold,gold,gold,,,,,,Minnesota
274,Kevin Willis,United States,,All-Time Atlanta Hawks,42,PF,C,2-Way Inside-The-Arc Threat,"7'0""",213,220,99,"7'4""",224,,,87,84,89,79,69,80,90,95,68,34,28,78,75,85,85,90,83,77,95,65,92,65,88,89,95,34,30,38,25,50,27,66,88,28,61,80,89,54,65,95,95,95,90,87,2645,,,,silver,,silver,,silver,,gold,silver,,silver,silver,,,,,bronze,,,,,,,,,,,,,,,,,gold,silver,silver,,,,,,Michigan State
