,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
217,Jericho Sims,United States,,Milwaukee Bucks,00,C,,Board-Hunting Interior Scorer,"6'10""",208,250,113,"7'3""",221,,4,"October 20, 1998","Minneapolis, Minnesota",Texas,72,51,68,69,26,52,50,40,80,80,80,65,83,85,90,80,67,64,80,89,60,60,60,40,80,32,30,35,34,32,31,52,66,40,35,62,66,55,40,82,84,79,40,76,2206,,,,,,bronze,,,,,,,,,silver,bronze,,,,,,,,,,,,bronze,,,,,,,,bronze,silver,,,bronze
218,Jett Howard,United States,,Orlando Magic,13,SF,SG,Perimeter Shot Creator,"6'6""",198,215,97,"6'9""",206,,2,"September 14, 2003","Chicago, Illinois",Michigan,73,72,75,89,77,75,55,60,74,69,69,58,72,90,80,80,58,74,35,65,50,54,54,47,85,63,69,73,66,65,41,55,55,67,36,56,72,52,45,45,43,47,60,82,2342,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Jevon Carter,United States,,Chicago Bulls,5,PG,SG,Perimeter Threat,"6'1""",185,200,90,"6'4""",193,,7,"September 14, 1995","Oak Park, Illinois",West Virginia,74,84,92,89,80,82,80,80,76,76,83,60,71,85,76,81,44,75,25,35,32,34,30,40,80,73,75,79,76,70,67,63,34,79,53,56,72,75,70,35,31,38,50,74,2385,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,bronze,,,,,,
220,Jimmy Butler,United States,,Golden State Warriors,10,SF,PF,2-Way 3-Level Point Four,"6'7""",201,230,104,"6'8""",203,,14,"September 14, 1989","Houston, Texas",Marquette,87,76,86,78,76,83,55,80,87,84,92,76,82,97,98,81,78,87,40,75,80,80,80,87,98,83,85,86,82,89,72,79,80,89,63,50,92,92,90,59,65,52,75,93,2950,bronze,,,bronze,bronze,bronze,silver,,gold,,gold,,,,,,bronze,silver,bronze,bronze,bronze,silver,gold,bronze,gold,silver,silver,bronze,bronze,silver,gold,silver,,silver,,,,,,silver
221,Jock Landale,Australia,,Memphis Grizzlies,2,C,,Inside The Arc Board Hunter,"6'11""",211,255,115,"7'3""",221,,7,"October 25, 1995","Malvern East, Australia",Australia,77,76,91,77,63,69,75,80,69,54,54,64,75,80,75,80,74,75,65,65,80,77,86,66,80,52,58,52,45,64,41,56,65,48,36,74,62,60,45,77,85,69,60,77,2472,,,,,,,,bronze,,,,,silver,bronze,,,,,,,,,,,,,,,,,,,,,,bronze,silver,silver,,
222,Joe Ingles,Australia,,Minnesota Timberwolves,7,SF,PF,3 & D Wing,"6'9""",206,220,99,"6'10""",208,,16,"October 2, 1987","Adelaide, Australia",Australia,73,66,64,65,86,86,60,35,73,66,80,64,60,92,70,80,54,80,40,45,50,55,48,40,70,70,75,70,60,75,71,65,58,80,53,35,78,78,75,45,34,56,40,77,2351,,,,silver,,,,,,,,,,,,,,bronze,,,,,,,bronze,,,,,,bronze,,,bronze,,,,,bronze,silver
223,Joel Embiid,Cameroon,United States,Philadelphia 76ers,21,C,,3-Level Scoring Paint Beast,"7'0""",213,280,126,"7'5""",226,,11,"March 16, 1994","Yaounde, Cameroon",Kansas,92,86,96,84,75,88,80,95,80,69,69,96,69,95,90,70,90,84,85,80,96,96,96,90,90,70,74,57,62,82,73,74,92,68,40,72,94,64,90,80,70,90,60,95,2976,gold,,,silver,silver,silver,silver,gold,silver,gold,gold,gold,gold,gold,,gold,,,silver,gold,,,silver,,,,,bronze,bronze,,,,gold,,gold,gold,bronze,gold,,silver
224,John Collins,United States,,Los Angeles Clippers,20,C,PF,Inside-Out Scorer,"6'9""",206,226,102,"6'11""",211,,8,"September 23, 1997","Layton, Utah",Wake Forest,82,85,98,79,85,85,70,90,80,71,65,75,85,92,85,84,80,87,90,90,77,75,83,52,85,55,58,60,50,66,42,59,74,49,43,72,74,38,60,71,63,79,85,85,2701,,,,,,gold,,,,bronze,silver,bronze,,bronze,gold,gold,,,,,,,bronze,,,,,silver,,,,,,,,,,,,bronze
225,John Konchar,United States,,Memphis Grizzlies,46,SG,SF,Perimeter Shot Creator,"6'5""",196,210,95,"6'8""",203,,6,"March 22, 1996","Chicago, Illinois",Fort Wayne,73,71,73,76,78,78,60,60,73,62,69,40,70,93,90,84,54,77,40,55,44,47,47,40,85,65,74,76,60,79,38,58,54,62,63,72,50,60,45,68,59,76,90,76,2402,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,
226,Johnny Furphy,Australia,,Indiana Pacers,12,PF,SF,Catch & Shoot Threat,"6'9""",206,210,95,"7'1""",216,,1,"December 7, 2004","Melbourne, Australia",Kansas,70,69,77,77,80,82,50,50,76,79,63,54,79,85,90,80,60,79,60,60,47,52,49,48,85,55,60,59,60,64,30,55,52,57,56,67,52,48,50,54,62,46,40,80,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Jonas Valanciunas,Lithuania,,Denver Nuggets,17,C,,Inside The Arc Board Hunter,"6'11""",211,265,119,"7'3""",221,,14,"May 6, 1992","Utena, Lithuania",Lithuania,81,76,98,81,63,87,75,50,72,62,48,89,54,90,80,81,77,80,80,65,84,64,84,65,95,47,36,35,33,65,65,60,75,43,40,67,80,54,60,89,85,92,60,84,2549,,,,,,,,silver,,silver,bronze,silver,gold,bronze,,bronze,,,,,,,,,,,,,,,,,,,,gold,bronze,gold,,
228,Jonathan Isaac,United States,,Orlando Magic,1,PF,,2-Way Rim Attacker,"6'10""",208,230,104,"7'1""",216,,8,"October 3, 1997","The Bronx, New York",Florida State,76,52,74,44,64,67,35,30,76,73,80,70,80,75,90,67,65,67,60,82,62,68,75,35,68,58,65,76,66,55,29,84,83,83,86,91,83,78,85,79,78,79,30,79,2512,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,gold,bronze,bronze,silver,bronze,silver,,silver,bronze,silver,,,gold
229,Jonathan Kuminga,DR Congo,,Golden State Warriors,00,PF,SF,Versatile Defender,"6'7""",201,225,101,"6'11""",211,,4,"October 6, 2002","Goma, DR Congo",NBA G League Ignite,81,75,86,63,74,64,75,85,83,84,84,73,90,88,80,80,69,88,65,85,49,50,50,82,85,66,69,67,75,60,59,63,73,73,49,56,70,69,50,58,50,65,95,82,2642,,,,,,gold,bronze,,silver,,gold,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,gold
230,Jonathan Mogbo,United States,,Toronto Raptors,2,PF,C,Interior Threat,"6'8""",203,215,97,"7'0""",213,,1,"October 29, 2001","Wellington, Florida",San Francisco,76,65,60,53,70,70,85,50,81,91,79,68,75,88,85,80,61,80,60,80,50,50,50,55,64,65,66,70,69,67,52,64,64,64,56,66,67,68,60,67,67,67,90,82,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,bronze,,,bronze
231,Jordan Clarkson,United States,Philippines,New York Knicks,00,SG,SF,Mid-Range Slasher,"6'3""",191,194,87,"6'8""",203,,11,"June 7, 1992","Tampa, Florida",Missouri,80,81,82,88,80,80,70,85,78,79,82,54,85,80,80,83,59,90,25,75,30,37,38,80,98,80,79,88,79,81,71,49,43,65,43,47,58,49,40,44,38,50,50,81,2463,bronze,,,bronze,bronze,,gold,,silver,,bronze,,,,,,silver,,,,bronze,bronze,,,,,,,,,,,,,,,,,,
232,Jordan Goodwin,United States,,Phoenix Suns,30,SG,PG,Ball Hawk,"6'4""",193,200,90,"6'10""",208,,4,"October 23, 1998","Centreville, Illinois",Saint Louis,76,81,84,65,79,87,85,85,71,75,76,49,55,80,85,80,51,78,25,35,33,43,48,66,80,68,78,78,68,78,39,67,47,71,83,62,70,65,70,63,66,60,80,76,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Jordan Hawkins,United States,,New Orleans Pelicans,24,SG,PG,Shot-Creating 3-Level Threat,"6'5""",196,190,86,"6'7""",201,,2,"April 29, 2002","Gaithersburg, Maryland",UConn,75,76,71,79,80,83,70,75,72,70,72,48,67,89,80,80,54,82,25,60,37,48,44,55,80,65,72,75,68,75,33,55,45,65,38,56,67,64,50,44,35,52,85,80,2355,bronze,,bronze,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Jordan Miller,United States,,Los Angeles Clippers,11,SF,SG,High Flyer,"6'5""",196,194,87,"7'0""",213,,2,"January 23, 2000","Anaheim, California",Miami (Florida),73,75,86,70,72,79,80,60,76,84,78,52,81,85,70,80,57,70,40,80,54,52,58,40,65,64,60,69,72,62,55,49,54,65,37,45,60,40,45,54,60,47,90,75,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Jordan Poole,United States,,New Orleans Pelicans,13,PG,SG,Slashing Inside-Out Creator,"6'4""",193,194,87,"6'7""",201,,6,"June 19, 1999","Milwaukee, Wisconsin",Michigan,81,83,80,68,81,88,85,95,74,81,81,61,73,80,65,80,60,92,45,60,29,47,44,84,80,81,83,89,80,82,72,54,47,65,63,51,65,55,30,40,33,47,90,86,2537,bronze,,bronze,silver,silver,,silver,,gold,,bronze,,,,,,silver,,,,silver,silver,bronze,bronze,,,,,,,,,,,,,,,silver,
236,Jordan Walsh,United States,,Boston Celtics,27,PF,SF,Perimeter Defender,"6'7""",201,205,92,"7'2""",218,,2,"March 3, 2004","Dallas, Texas",Arkansas,70,60,67,65,72,71,50,35,78,77,77,54,86,89,85,80,59,68,40,80,57,54,44,40,85,58,63,68,68,62,29,67,63,75,46,73,75,74,65,51,51,51,40,78,2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Jose Alvarado,Puerto Rico,United States,New Orleans Pelicans,15,PG,SG,2-Way 3-Level Scoring Threat,"6'0""",183,179,81,"6'1""",185,,4,"April 12, 1998","Brooklyn, New York",Georgia Tech,78,74,78,78,80,80,70,60,74,76,86,42,78,80,79,80,45,83,25,30,35,30,30,40,85,73,75,73,75,68,73,73,31,85,89,50,85,85,85,41,35,47,65,80,2426,,,,,,,,,,,,,,,,,,,,,,,,,,silver,gold,,gold,silver,silver,gold,,bronze,,,,,,gold
238,Josh Giddey,Australia,,Chicago Bulls,3,SG,PG,Playmaking Inside-Out Threat,"6'8""",203,216,97,"6'8""",203,,4,"October 10, 2002","Melbourne, Australia",Australia,82,83,94,54,82,79,90,98,79,79,79,60,74,88,90,80,68,94,45,65,55,58,55,80,90,87,96,89,79,95,77,54,50,62,53,57,57,54,45,68,57,79,85,85,2709,,,,,,,gold,,silver,,bronze,,,,,,bronze,silver,gold,gold,,bronze,gold,silver,gold,,,,,,,,,,,bronze,gold,,,
239,Josh Green,Australia,,Charlotte Hornets,10,SF,SG,Catch & Shoot Ace,"6'7""",201,200,90,"6'10""",208,,5,"November 16, 2000","Sydney, Australia",Arizona,75,69,81,69,83,67,50,65,82,86,86,60,80,89,90,83,56,75,30,80,35,34,30,69,95,63,70,70,72,70,35,64,35,79,56,45,79,78,75,41,40,41,70,76,2428,,,,bronze,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,bronze,,,,,,,,bronze,
240,Josh Hart,United States,,New York Knicks,3,PF,SF,Swiss Army Knife,"6'4""",193,215,97,"6'8""",203,,8,"March 6, 1995","Silver Spring, Maryland",Villanova,81,81,91,75,78,79,75,85,83,81,86,64,69,99,99,82,62,86,25,70,39,58,42,78,95,76,73,79,79,80,70,73,78,86,59,47,80,78,85,69,57,81,95,85,2768,,,,silver,,,silver,,bronze,,gold,,,,,,,gold,silver,,,,silver,bronze,silver,gold,,silver,silver,bronze,gold,silver,,silver,bronze,silver,gold,,silver,gold
241,Josh Minott,United States,Jamaica,Boston Celtics,8,SF,PF,Inside the Arc Threat,"6'8""",203,205,92,"7'0""",213,,3,"November 25, 2002","Boca Raton, Florida",Memphis,72,68,74,85,70,79,70,30,75,72,72,62,80,80,80,80,62,75,65,80,51,55,52,40,75,60,62,63,68,60,46,65,48,63,88,74,60,65,60,55,43,67,80,76,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Josh Okogie,Nigeria,,Houston Rockets,12,SF,SG,Wing Stopper,"6'4""",193,213,96,"7'0""",213,,7,"September 1, 1998","Lagos, Nigeria",Georgia Tech,77,68,69,78,79,73,50,60,82,89,89,46,92,80,95,82,54,77,30,75,42,44,44,49,70,64,69,76,81,62,33,75,50,81,89,67,81,84,75,62,66,57,80,78,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,silver,,,,,,bronze,,,silver
243,Jrue Holiday,United States,,Portland Trail Blazers,4,PG,SG,2-Way 3-Level Shot Creator,"6'5""",196,205,92,"6'7""",201,,16,"June 12, 1990","Chatsworth, California",UCLA,81,76,86,89,80,90,60,50,79,79,94,49,68,90,92,80,57,85,25,65,30,72,40,40,98,80,84,86,79,85,65,80,66,89,80,53,89,93,90,50,47,52,60,86,2666,,,,,silver,,,,bronze,,,,,,,,bronze,bronze,,bronze,,bronze,silver,bronze,silver,hof,gold,,gold,silver,gold,hof,,gold,,,,,,gold
244,Julian Champagnie,United States,,San Antonio Spurs,30,SF,SG,3 & D Threat,"6'7""",201,217,98,"6'10""",208,,3,"June 29, 2001","Staten Island, New York",St. John's,75,81,84,74,80,90,90,70,69,69,69,37,67,85,75,80,55,79,40,60,43,44,52,52,73,59,66,68,65,64,34,54,45,67,46,56,55,66,40,53,44,61,60,77,2327,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,bronze,
245,Julian Phillips,United States,,Chicago Bulls,15,SF,PF,Inside-Out Scoring Threat,"6'8""",203,198,89,"7'0""",213,,2,"November 5, 2003","Killeen, Texas",Tennessee,73,76,81,68,75,77,80,75,75,73,78,40,80,85,90,80,56,70,45,80,35,38,38,55,85,56,60,66,67,57,29,61,55,68,46,55,67,68,65,52,56,47,50,75,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Julian Strawther,Puerto Rico,United States,Denver Nuggets,3,SG,SF,3 & D Threat,"6'6""",198,205,92,"6'9""",206,,2,"April 18, 2002","Las Vegas, Nevada",Gonzaga,76,82,94,55,79,83,95,85,71,63,70,53,64,90,75,80,58,79,35,70,40,40,40,62,95,59,64,74,57,65,34,59,44,74,41,50,68,68,65,40,32,47,95,82,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Julius Randle,United States,,Minnesota Timberwolves,30,PF,C,Shot-Creating 3-Level Threat,"6'8""",203,250,113,"7'0""",213,,11,"November 29, 1994","Dallas, Texas",Kentucky,86,84,84,95,76,81,75,95,82,73,76,87,69,95,90,84,82,89,85,80,79,60,86,92,85,75,74,80,68,84,71,61,77,73,37,42,73,52,75,65,62,67,80,87,2838,,,,,,bronze,silver,bronze,silver,bronze,gold,bronze,silver,bronze,,bronze,,,bronze,gold,,,gold,,,,,,,,,,,,,bronze,bronze,bronze,,
248,Justin Champagnie,United States,,Washington Wizards,9,SF,SG,Stretch Four,"6'6""",198,206,93,"6'10""",208,,4,"June 29, 2001","Staten Island, New York",Pittsburgh,78,79,78,67,82,74,90,85,74,73,73,40,78,80,92,80,61,79,65,75,48,44,40,55,85,58,62,69,66,62,33,66,49,75,73,66,60,75,65,69,66,71,95,79,2549,,,,silver,,,,,,,bronze,,,,,,,,,,,,,,,,,,,bronze,,,,,,,silver,,silver,bronze
249,Justin Edwards,United States,,Philadelphia 76ers,19,SF,SG,3-Level Scoring Threat,"6'8""",203,203,91,"6'11""",211,,1,"December 16, 2003","Philadelphia, Pennsylvania",Kentucky,77,79,84,90,80,70,75,75,78,82,82,59,81,85,80,80,56,79,40,80,40,40,40,50,75,63,65,70,79,65,37,56,50,68,56,53,58,54,50,49,47,51,75,79,2424,,,,,,,,,,,bronze,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,silver
250,Jusuf Nurkic,Bosnia & Herzegovina,,Utah Jazz,11,C,,2-Way Inside-The-Arc Threat,"7'0""",213,290,131,"7'2""",218,,11,"August 23, 1994","Tuzla, Bosnia and Herzegovina",Bosnia and Herzegovina,78,72,90,88,73,69,60,50,68,51,49,90,50,86,75,72,74,68,75,65,77,72,77,70,85,54,60,40,25,82,61,65,78,45,53,72,79,60,70,81,67,94,50,82,2510,,,,,,,,silver,,silver,,bronze,gold,bronze,,,,,bronze,bronze,,,,,,,,,,,,,,,,silver,,silver,,
251,Karl-Anthony Towns,Dominican Republic,United States,New York Knicks,32,PF,C,Inside-Out Board Hunter,"7'0""",213,248,112,"7'4""",224,,10,"November 15, 1995","Edison, New Jersey",Kentucky,92,88,91,69,86,83,98,98,83,76,76,87,70,98,90,82,88,82,85,75,92,92,89,90,98,64,60,65,66,79,52,60,71,50,42,58,79,55,65,81,69,93,98,93,2902,silver,gold,,gold,,bronze,,silver,bronze,gold,silver,gold,silver,gold,,silver,,,,bronze,,,silver,,bronze,,,,,,,,,,,silver,,silver,,bronze
252,Karlo Matkovic,Bosnia & Herzegovina,,New Orleans Pelicans,17,PF,C,Rim Protector,"6'10""",208,231,104,"7'2""",218,,3,"March 30, 2001",,Bosnia and Herzegovina,78,78,95,69,71,80,80,75,72,56,51,77,67,80,90,80,71,77,75,75,69,68,68,57,75,47,50,55,47,52,32,58,66,41,41,85,66,54,50,72,67,76,85,79,2481,,,,bronze,,bronze,,,,bronze,bronze,,,,,silver,,,,,,,,,,,,bronze,,,,,,,,bronze,bronze,bronze,,
253,Kawhi Leonard,United States,,Los Angeles Clippers,2,PF,SF,2-Way Scoring Phenom,"6'7""",201,225,101,"7'3""",221,,14,"June 29, 1991","Los Angeles, California",San Diego State,92,88,96,88,86,75,90,95,83,84,90,79,79,85,85,82,80,90,55,80,65,88,84,80,98,79,79,86,83,82,63,81,81,89,73,56,91,90,90,55,42,68,75,96,2998,gold,,,silver,gold,,silver,,silver,,silver,bronze,,bronze,,,,bronze,,,,,bronze,,bronze,silver,silver,bronze,bronze,silver,gold,silver,,silver,bronze,,,,,silver
254,Keaton Wallace,United States,,Atlanta Hawks,20,SG,PG,3PT Shot Creator,"6'3""",191,195,88,"6'7""",201,,4,"February 26, 1999","Richardson, Texas",Texas-San Antonio,72,76,87,68,82,83,70,65,75,80,79,49,72,88,70,84,46,77,25,50,32,30,29,40,85,71,70,72,76,74,62,66,44,70,73,70,70,68,70,39,30,47,70,75,2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Keegan Murray,United States,,Sacramento Kings,13,PF,SF,Inside-Out Scoring Threat,"6'8""",203,225,101,"6'11""",211,,3,"August 19, 2000","Cedar Rapids, Iowa",Iowa,81,75,91,72,83,83,60,60,78,76,79,60,79,85,86,80,69,77,60,80,69,69,69,45,80,61,65,70,73,66,31,66,68,78,38,66,64,75,75,60,56,64,90,85,2607,silver,bronze,,silver,bronze,,bronze,,,,silver,,,,,,,silver,silver,,,,silver,,,,,,,,bronze,,,bronze,,,,,gold,
256,Keldon Johnson,United States,,San Antonio Spurs,0,SF,PF,Shot-Creating 3-Level Threat,"6'5""",196,220,99,"6'9""",206,,6,"October 11, 1999","Chesterfield, Virginia",Kentucky,80,79,86,83,78,77,70,80,80,76,78,70,71,90,95,80,74,87,65,75,59,62,62,84,95,68,74,79,73,74,40,61,67,73,41,51,69,64,65,60,57,63,70,83,2666,bronze,,,bronze,,,,,,,silver,,,,,,,,,,,,,,,,,silver,,,bronze,,,,,,bronze,,silver,gold
257,Kel’el Ware,United States,,Miami Heat,7,C,PF,Inside-Out Board Hunter,"7'0""",213,230,104,"7'4""",224,,1,"April 20, 2004","North Little Rock, Arkansas",Indiana,80,77,98,64,75,70,75,80,78,66,68,66,90,89,90,80,72,77,85,86,65,54,60,62,90,44,37,52,46,52,32,58,68,37,42,83,69,50,60,78,67,89,85,85,2544,,,,,,silver,,,,,bronze,,,,bronze,bronze,,,,,,,,,,,,gold,,,,,,,,,bronze,,,gold
258,Kelly Olynyk,Canada,,San Antonio Spurs,13,C,PF,Inside-Out Scoring Threat,"6'11""",211,240,108,"6'10""",208,,12,"April 19, 1991","Toronto, Canada",Gonzaga,79,79,88,70,86,78,75,75,65,31,35,70,55,89,90,82,75,75,70,60,79,79,79,79,78,57,70,42,25,76,70,58,70,50,53,60,66,45,65,67,62,71,70,79,2497,bronze,,,silver,,,,,,gold,bronze,,bronze,silver,,,,,,,,,,,,,,,,,,,,,,,,bronze,,
259,Kelly Oubre Jr.,United States,,Philadelphia 76ers,9,SF,SG,Rim Attacker,"6'7""",201,203,91,"7'2""",218,,10,"December 9, 1995","New Orleans, Louisiana",Kansas,80,76,87,73,72,75,70,80,79,72,82,58,95,90,75,84,66,82,40,84,45,53,52,84,88,65,73,74,69,75,34,63,49,74,66,53,70,75,55,59,51,66,60,80,2565,,,,silver,,,bronze,,bronze,,silver,,,,bronze,,,silver,bronze,,,,silver,,,bronze,,,,bronze,bronze,,,,,,,,gold,bronze
260,Kenrich Williams,United States,,Oklahoma City Thunder,34,PF,C,Stretch Four,"6'6""",198,210,95,"6'7""",201,,7,"December 2, 1994","Waco, Texas",TCU,78,83,88,76,84,81,95,75,75,66,75,63,72,80,90,80,63,79,40,65,57,58,58,55,90,62,69,69,63,69,42,66,68,75,49,47,74,75,75,61,56,66,60,78,2562,,,,bronze,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Kentavious Caldwell-Pope,United States,,Memphis Grizzlies,3,SG,SF,2-Way Perimeter Shot Creator,"6'5""",196,204,92,"6'8""",203,,12,"February 18, 1993","Thomaston, Georgia",Georgia,76,74,93,95,80,87,50,40,80,85,84,60,69,92,85,84,55,74,35,73,35,58,35,40,90,64,67,70,80,68,36,71,45,87,63,55,82,82,85,38,33,42,40,76,2455,silver,,,gold,bronze,,,,,,,,,,,,,,,,,,,,,bronze,,,,,bronze,bronze,,bronze,,,,,gold,silver
262,KJ Martin,United States,,Utah Jazz,99,PF,SF,Rim Rocker,"6'6""",198,215,97,"6'7""",201,,5,"January 6, 2001","Gardena, California",Sierra Canyon High School,75,71,99,68,67,77,50,65,77,83,83,62,90,80,60,81,66,82,75,92,44,44,44,70,75,61,64,76,69,64,34,55,54,67,36,63,62,54,50,48,42,54,90,78,2448,,,,,,silver,,,,,bronze,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,
263,Keon Ellis,United States,,Sacramento Kings,23,SG,PG,3 & D Point,"6'3""",191,175,79,"6'9""",206,,3,"January 8, 2000","Eustis, Florida",Alabama,78,82,96,76,86,86,75,70,77,81,84,48,79,85,80,80,50,75,25,65,27,40,38,54,78,63,64,74,77,65,33,79,58,84,96,71,82,80,80,44,42,46,90,80,2550,,,,silver,,,,,,,,,,,,,,,,,,,,,,silver,gold,,,silver,silver,bronze,,silver,,,,,,
264,Keon Johnson,United States,,Brooklyn Nets,45,SG,SF,Shot-Creating 3-Level Threat,"6'3""",191,185,83,"6'7""",201,,4,"September 29, 1995","Shelbyville, Tennessee",Tennessee,77,76,75,74,76,78,75,75,81,93,84,40,98,88,85,80,54,80,35,85,35,35,35,45,80,71,75,72,83,70,55,63,45,70,66,56,69,68,65,52,42,61,70,77,2495,,,,,,,silver,,bronze,,bronze,,,,bronze,,,,,,,bronze,,,,,,,,,,,,,,,,,,silver
265,Keshad Johnson,United States,,Miami Heat,16,PF,SF,Promising Prospect,"6'7""",201,225,101,"6'10""",208,,1,"June 23, 2001","Oakland, California",Arizona,69,67,75,70,71,70,50,65,83,92,80,65,89,88,90,80,61,69,50,75,59,59,59,40,80,57,57,65,70,55,37,51,52,60,46,50,57,52,40,58,58,57,40,78,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Kessler Edwards,United States,,Denver Nuggets,20,SF,PF,Stretch Five Paint Protector,"6'7""",201,203,91,"6'11""",211,,4,"August 9, 2000","Glendale, California",Pepperdine,75,73,72,72,78,80,70,65,77,72,74,77,70,80,85,80,61,68,60,65,59,50,59,45,80,55,50,64,59,64,38,72,77,75,46,80,78,75,75,58,47,69,70,75,2503,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,gold
267,Kevin Durant,United States,,Houston Rockets,35,PF,SF,Walking Bucket,"6'11""",211,240,108,"7'5""",226,,18,"September 29, 1988","Washington, District of Columbia",Texas,93,89,97,97,91,83,70,98,81,80,78,63,77,94,90,88,85,96,60,85,74,86,86,97,98,81,78,92,80,88,69,69,70,77,38,72,75,75,75,49,31,67,75,99,2949,hof,gold,,gold,hof,,gold,,gold,bronze,gold,silver,,,,,gold,bronze,bronze,,silver,gold,gold,bronze,,,,,,,bronze,,,,,,,,gold,bronze
268,Kevin Huerter,United States,,Chicago Bulls,13,SG,SF,Inside-Out Shot Creator,"6'7""",201,198,89,"6'8""",203,,7,"August 27, 1998","Albany, New York",Maryland,79,74,97,72,78,72,60,65,77,84,78,50,75,85,85,83,55,87,30,65,25,58,35,50,90,69,74,79,72,76,43,58,44,64,56,53,63,64,60,44,35,53,80,79,2419,silver,bronze,,silver,bronze,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,
269,Kevin Love,United States,,Utah Jazz,42,C,PF,Inside-Out Board Hunter,"6'8""",203,245,110,"6'11""",211,,17,"September 7, 1988","Santa Monica, California",UCLA,76,69,95,73,80,70,50,45,71,66,54,82,70,70,80,77,73,72,70,50,77,84,84,50,95,58,65,52,33,77,63,62,69,50,78,52,75,57,50,83,70,95,50,82,2512,bronze,,,bronze,,,,,,bronze,,bronze,,,,,,,gold,bronze,,,,,bronze,,,,,,,,,,,gold,,bronze,,
270,Kevin McCullar,United States,,New York Knicks,9,SG,SF,Perimeter Defender,"6'7""",201,212,95,"6'11""",211,,1,"March 15, 2001","San Antonio, Texas",Kansas,69,66,76,75,74,79,50,40,77,75,82,55,75,90,80,80,63,76,45,75,59,62,60,45,85,60,68,66,68,67,33,62,52,72,56,63,70,68,50,50,44,55,50,78,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
